관광지명,주소,지역,합산 검색 수,태그,동반유형
마정저수지,충남 천안시 서북구,충청남도 천안시 서북구,1673,호수,"['연인', '기타가족', '회사동료']"
시장지,충남 천안시 서북구 시장리1길 0-0,충청남도 천안시 서북구,1588,호수,"['연인', '기타가족', '회사동료']"
성환이화시장,충남 천안시 서북구 성환중앙로 50-0,충청남도 천안시 서북구,5138,시장,"['연인', '기타가족', '회사동료']"
별빛우물성정시장,충남 천안시 서북구 양지7길 22-0,충청남도 천안시 서북구,3611,시장,"['연인', '기타가족', '회사동료']"
마정지낚시터,충남 천안시 서북구 금곡로 176-0,충청남도 천안시 서북구,4012,낚시,"['연인', '기타가족', '회사동료']"
석곡낚시터,충남 천안시 서북구 부송로 43-40,충청남도 천안시 서북구,2848,낚시,"['연인', '기타가족', '회사동료']"
남창낚시터,충남 천안시 서북구 보명사길 62-0,충청남도 천안시 서북구,2077,낚시,"['연인', '기타가족', '회사동료']"
천안가족캠핑장,충남 천안시 서북구 보명사길 74-13,충청남도 천안시 서북구,1945,캠핑,"['연인', '기타가족', '회사동료']"
성성호수공원,충남 천안시 서북구,충청남도 천안시 서북구,8015,공원,"['연인', '기타가족', '회사동료']"
성정공원,충남 천안시 서북구,충청남도 천안시 서북구,6295,공원,"['연인', '기타가족', '회사동료']"
쌍용공원,충남 천안시 서북구,충청남도 천안시 서북구,4587,공원,"['연인', '기타가족', '회사동료']"
천안시민체육공원,충남 천안시 서북구,충청남도 천안시 서북구,4039,공원,"['연인', '기타가족', '회사동료']"
방아다리공원,충남 천안시 서북구,충청남도 천안시 서북구,1996,공원,"['연인', '기타가족', '회사동료']"
물총새공원,충남 천안시 서북구,충청남도 천안시 서북구,1392,공원,"['연인', '기타가족', '회사동료']"
렛츠런CCC천안지점,충남 천안시 서북구 성정두정로 62-0,충청남도 천안시 서북구,19490,골프,"['연인', '기타가족', '회사동료']"
천안골프클럽,충남 천안시 서북구 망향로 884-0,충청남도 천안시 서북구,7630,골프,"['연인', '기타가족', '회사동료']"
경륜경정천안지점,충남 천안시 서북구 두정로 220-0,충청남도 천안시 서북구,3181,기타육상스포츠,"['연인', '기타가족', '회사동료']"
CGV천안펜타포트,충남 천안시 서북구 공원로 196-0,충청남도 천안시 서북구,22628,영화관,"['연인', '기타가족', '회사동료']"
롯데시네마천안불당,충남 천안시 서북구 불당21로 67-8,충청남도 천안시 서북구,21877,영화관,"['연인', '기타가족', '회사동료']"
CGV천안시청,충남 천안시 서북구 번영로 201-0,충청남도 천안시 서북구,21776,영화관,"['연인', '기타가족', '회사동료']"
메가박스천안,충남 천안시 서북구 1공단1길 52-0,충청남도 천안시 서북구,13315,영화관,"['연인', '기타가족', '회사동료']"
봉서홀,충남 천안시 서북구 번영로 156-0,충청남도 천안시 서북구,3911,아트홀,"['연인', '기타가족', '회사동료']"
씨네큐천안불당점,충남 천안시 서북구 불당33길 28-0,충청남도 천안시 서북구,1788,아트홀,"['연인', '기타가족', '회사동료']"
으뜸풋살신구장,충남 천안시 서북구 4산단7로 156-1,충청남도 천안시 서북구,2566,기타레저스포츠,"['연인', '기타가족', '회사동료']"
으뜸풋살구구장,충남 천안시 서북구 4산단7로 16-25,충청남도 천안시 서북구,2494,기타레저스포츠,"['연인', '기타가족', '회사동료']"
풋살존,충남 천안시 서북구 천안대로 1346-36,충청남도 천안시 서북구,1355,기타레저스포츠,"['연인', '기타가족', '회사동료']"
진례저수지,경남 김해시,경상남도 김해시,3256,호수,"['기타가족', '자녀', '연인']"
부경축산물주촌도매시장,경남 김해시 서부로1403번길 23-40,경상남도 김해시,15812,시장,"['기타가족', '자녀', '연인']"
김해농수산물종합유통센터,경남 김해시 칠산로 128-0,경상남도 김해시,8114,시장,"['기타가족', '자녀', '연인']"
김해동상시장,경남 김해시 구지로180번길 27-10,경상남도 김해시,6541,시장,"['기타가족', '자녀', '연인']"
주촌축산물도매시장,경남 김해시 서부로1403번길 23-100,경상남도 김해시,5287,시장,"['기타가족', '자녀', '연인']"
외동시장,경남 김해시 내외중앙로 33-0,경상남도 김해시,4570,시장,"['기타가족', '자녀', '연인']"
삼방시장,경남 김해시 삼안로255번길 1-0,경상남도 김해시,4418,시장,"['기타가족', '자녀', '연인']"
장유전통시장,경남 김해시 장유로301번길 9-1,경상남도 김해시,3082,시장,"['기타가족', '자녀', '연인']"
부경양돈농협김해축산물공판장,경남 김해시 분성로569번길 12-0,경상남도 김해시,1963,시장,"['기타가족', '자녀', '연인']"
진영전통시장,경남 김해시 진영로 180-16,경상남도 김해시,1873,시장,"['기타가족', '자녀', '연인']"
국립김해박물관,경남 김해시 가야의길 190-0,경상남도 김해시,8830,박물관,"['기타가족', '자녀', '연인']"
대성동고분박물관,경남 김해시 가야의길 126-0,경상남도 김해시,3712,박물관,"['기타가족', '자녀', '연인']"
진영역철도박물관,경남 김해시 진영로 145-1,경상남도 김해시,3489,박물관,"['기타가족', '자녀', '연인']"
국립김해박물관어린이박물관,경남 김해시 가야의길 190-0,경상남도 김해시,1964,박물관,"['기타가족', '자녀', '연인']"
클레이아크미술관,경남 김해시 진례로 275-51,경상남도 김해시,11028,미술관,"['기타가족', '자녀', '연인']"
김해생림오토캠핑장,경남 김해시,경상남도 김해시,5772,캠핑,"['기타가족', '자녀', '연인']"
천문대오토캠핑장,경남 김해시 인제로 545-59,경상남도 김해시,4098,캠핑,"['기타가족', '자녀', '연인']"
가야랜드달빛야영장,경남 김해시 신어산길 67-0,경상남도 김해시,3396,캠핑,"['기타가족', '자녀', '연인']"
신어산자연숲캠핑장,경남 김해시 장척로462번길 140-0,경상남도 김해시,3309,캠핑,"['기타가족', '자녀', '연인']"
은하사,경남 김해시 신어산길 167-0,경상남도 김해시,8936,불교,"['기타가족', '자녀', '연인']"
장유사,경남 김해시 대청계곡길 170-563,경상남도 김해시,4948,불교,"['기타가족', '자녀', '연인']"
해은사,경남 김해시 가야로405번안길 210-162,경상남도 김해시,2230,불교,"['기타가족', '자녀', '연인']"
해성사,경남 김해시 호계로 534-0,경상남도 김해시,1709,불교,"['기타가족', '자녀', '연인']"
장유스파랜드,경남 김해시 대청로104번길 84-0,경상남도 김해시,5144,힐링,"['기타가족', '자녀', '연인']"
장유대청계곡,경남 김해시,경상남도 김해시,21537,계곡,"['기타가족', '자녀', '연인']"
장척계곡,경남 김해시,경상남도 김해시,3169,계곡,"['기타가족', '자녀', '연인']"
무척산,경남 김해시,경상남도 김해시,4104,등산,"['기타가족', '자녀', '연인']"
대동생태체육공원,경남 김해시,경상남도 김해시,9175,공원,"['기타가족', '자녀', '연인']"
수리공원,경남 김해시,경상남도 김해시,7075,공원,"['기타가족', '자녀', '연인']"
거북공원,경남 김해시,경상남도 김해시,6527,공원,"['기타가족', '자녀', '연인']"
화포천습지생태공원,경남 김해시 한림로 183-300,경상남도 김해시,5736,공원,"['기타가족', '자녀', '연인']"
봉황대공원,경남 김해시,경상남도 김해시,3684,공원,"['기타가족', '자녀', '연인']"
장유체육공원,경남 김해시 대청로 345-0,경상남도 김해시,2967,공원,"['기타가족', '자녀', '연인']"
안동체육공원,경남 김해시 삼안로112번길 20-61,경상남도 김해시,2352,공원,"['기타가족', '자녀', '연인']"
어방체육공원,경남 김해시 활천로 0-0,경상남도 김해시,2300,공원,"['기타가족', '자녀', '연인']"
금병공원,경남 김해시,경상남도 김해시,2090,공원,"['기타가족', '자녀', '연인']"
모산공원,경남 김해시 율하4로 12-0,경상남도 김해시,1836,공원,"['기타가족', '자녀', '연인']"
분성체육공원,경남 김해시 가야로405번길 75-1,경상남도 김해시,1834,공원,"['기타가족', '자녀', '연인']"
임호체육공원축구장,경남 김해시 금관대로 1138-0,경상남도 김해시,2538,축구,"['기타가족', '자녀', '연인']"
삼계야구장,경남 김해시 삼계로 134-0,경상남도 김해시,3543,야구,"['기타가족', '자녀', '연인']"
상동야구장,경남 김해시 장척로 678-0,경상남도 김해시,2583,야구,"['기타가족', '자녀', '연인']"
김해가야테마파크익사이팅눈썰매장,경남 김해시 가야테마길 161-0,경상남도 김해시,2268,동계스포츠,"['기타가족', '자녀', '연인']"
김해상록CC,경남 김해시 김해대로974번길 198-0,경상남도 김해시,20386,골프,"['기타가족', '자녀', '연인']"
한림술뫼파크골프장,경남 김해시 한림로 738-0,경상남도 김해시,5292,골프,"['기타가족', '자녀', '연인']"
에이스골프아카데미,경남 김해시 계동로 75-27,경상남도 김해시,2092,골프,"['기타가족', '자녀', '연인']"
대동승마랜드,경남 김해시 대동로485번길 132-0,경상남도 김해시,6534,기타육상스포츠,"['기타가족', '자녀', '연인']"
노무현대통령생가,경남 김해시 봉하로 129-0,경상남도 김해시,20394,역사유적지,"['기타가족', '자녀', '연인']"
김수로왕릉,경남 김해시 가락로93번길 26-0,경상남도 김해시,10965,역사유적지,"['기타가족', '자녀', '연인']"
분산성,경남 김해시 가야로405번안길 210-162,경상남도 김해시,3391,역사유적지,"['기타가족', '자녀', '연인']"
수로왕비릉,경남 김해시 가락로190번길 1-0,경상남도 김해시,2870,역사유적지,"['기타가족', '자녀', '연인']"
김해롯데워터파크본관,경남 김해시 장유로 555-0,경상남도 김해시,21050,테마파크,"['기타가족', '자녀', '연인']"
가야랜드,경남 김해시 인제로 368-0,경상남도 김해시,20333,테마파크,"['기타가족', '자녀', '연인']"
부경동물원,경남 김해시 유하로226번길 70-0,경상남도 김해시,11426,테마파크,"['기타가족', '자녀', '연인']"
김해봉리단길,경남 김해시 봉황대길 48-1,경상남도 김해시,4855,테마파크,"['기타가족', '자녀', '연인']"
CGV김해율하,경남 김해시 율하2로 111-0,경상남도 김해시,10538,영화관,"['기타가족', '자녀', '연인']"
CGV김해,경남 김해시 내외중앙로 137-0,경상남도 김해시,8027,영화관,"['기타가족', '자녀', '연인']"
롯데시네마김해아울렛,경남 김해시 장유로 469-0,경상남도 김해시,6109,영화관,"['기타가족', '자녀', '연인']"
롯데시네마김해부원,경남 김해시 김해대로 2352-0,경상남도 김해시,4472,영화관,"['기타가족', '자녀', '연인']"
CGV김해장유,경남 김해시 삼문로 12-0,경상남도 김해시,3818,영화관,"['기타가족', '자녀', '연인']"
김해문화의전당,경남 김해시 김해대로 2060-0,경상남도 김해시,11102,아트홀,"['기타가족', '자녀', '연인']"
수안마을수국정원축제,경남 김해시 대동로 132-0,경상남도 김해시,3425,축제,"['기타가족', '자녀', '연인']"
김해낙동강레일파크,경남 김해시 마사로473번길 41-0,경상남도 김해시,15528,유원지,"['기타가족', '자녀', '연인']"
김해천문대,경남 김해시 가야테마길 254-0,경상남도 김해시,13295,유원지,"['기타가족', '자녀', '연인']"
와인동굴,경남 김해시 마사로473번길 41-0,경상남도 김해시,4791,유원지,"['기타가족', '자녀', '연인']"
김해목재문화박물관,경남 김해시 관동로27번길 5-49,경상남도 김해시,1957,유원지,"['기타가족', '자녀', '연인']"
월운저수지,강원 양구군,강원도 양구군,637,호수,"['연인', '기타가족', '회사동료']"
양구중앙시장,강원 양구군 중앙길 68-0,강원도 양구군,3701,시장,"['연인', '기타가족', '회사동료']"
월명낚시터,강원 양구군,강원도 양구군,1483,낚시,"['연인', '기타가족', '회사동료']"
상무룡리낚시터,강원 양구군 상무룡로 786-18,강원도 양구군,629,낚시,"['연인', '기타가족', '회사동료']"
파로호상무룡낚시터,강원 양구군 상무룡로 720-0,강원도 양구군,162,낚시,"['연인', '기타가족', '회사동료']"
